sale_id,sale_date,product_id,branch_id,customer_id,channel,quantity,unit_price,discount_pct,revenue,cost,profit
S00601,2026-02-26,P007,B005,C0066,Store,2,1250,0.0,2500.0,1761.61,738.39
S00602,2026-03-09,P003,B003,C0050,Corporate,2,950,0.0,1900.0,1189.33,710.67
S00603,2026-02-03,P002,B001,C0020,Store,3,3200,0.1,8640.0,6881.99,1758.01
S00604,2026-06-05,P002,B002,C0069,Online,2,3200,0.0,6400.0,4835.52,1564.48
S00605,2026-05-09,P002,B001,C0001,Online,1,3200,0.1,2880.0,2201.14,678.86
S00606,2026-06-23,P007,B005,C0030,Store,3,1250,0.15,3187.5,2572.36,615.14
S00607,2026-05-04,P007,B003,C0055,Online,2,1250,0.15,2125.0,1738.06,386.94
S00608,2026-02-04,P005,B004,C0070,Online,4,360,0.0,1440.0,916.78,523.22
S00609,2026-04-15,P005,B002,C0016,Store,2,360,0.0,720.0,500.83,219.17
S00610,2026-05-14,P001,B004,C0014,Online,2,4200,0.0,8400.0,5558.86,2841.14
S00611,2026-02-09,P007,B005,C0079,Store,3,1250,0.05,3562.5,2598.5,964.0
S00612,2026-03-12,P007,B002,C0072,Store,3,1250,0.05,3562.5,2309.04,1253.46
S00613,2026-05-23,P008,B003,C0018,Corporate,2,1800,0.15,3060.0,2374.65,685.35
S00614,2026-06-18,P002,B002,C0066,Store,2,3200,0.0,6400.0,3840.36,2559.64
S00615,2026-04-13,P006,B005,C0082,Online,2,780,0.0,1560.0,954.95,605.05
S00616,2026-01-02,P002,B002,C0029,Online,2,3200,0.0,6400.0,3794.02,2605.98
S00617,2026-04-05,P002,B005,C0067,Store,1,3200,0.05,3040.0,2248.94,791.06
S00618,2026-03-15,P010,B001,C0002,Corporate,3,190,0.15,484.5,386.96,97.54
S00619,2026-02-21,P009,B003,C0030,Store,3,3100,0.1,8370.0,6353.41,2016.59
S00620,2026-06-07,P003,B001,C0036,Store,2,950,0.0,1900.0,1135.0,765.0
S00621,2026-04-13,P006,B004,C0009,Store,1,780,0.0,780.0,567.36,212.64
S00622,2026-01-24,P009,B003,C0036,Online,2,3100,0.1,5580.0,4027.64,1552.36
S00623,2026-02-27,P010,B002,C0053,Online,1,190,0.0,190.0,120.12,69.88
S00624,2026-05-10,P002,B005,C0033,Store,1,3200,0.0,3200.0,2369.88,830.12
S00625,2026-05-18,P010,B003,C0032,Online,4,190,0.1,684.0,514.31,169.69
S00626,2026-03-28,P008,B004,C0009,Corporate,3,1800,0.05,5130.0,3257.57,1872.43
S00627,2026-04-08,P004,B002,C0002,Online,1,420,0.0,420.0,286.99,133.01
S00628,2026-06-29,P005,B002,C0010,Store,1,360,0.15,306.0,267.92,38.08
S00629,2026-05-22,P003,B004,C0096,Store,1,950,0.1,855.0,602.12,252.88
S00630,2026-06-24,P004,B004,C0027,Online,1,420,0.0,420.0,316.91,103.09
S00631,2026-02-28,P004,B002,C0011,Online,1,420,0.0,420.0,253.67,166.33
S00632,2026-06-23,P008,B005,C0048,Store,3,1800,0.0,5400.0,4047.85,1352.15
S00633,2026-06-08,P006,B004,C0063,Corporate,3,780,0.1,2106.0,1763.78,342.22
S00634,2026-02-16,P009,B003,C0055,Store,3,3100,0.0,9300.0,5494.72,3805.28
S00635,2026-05-03,P009,B001,C0059,Online,1,3100,0.15,2635.0,2279.06,355.94
S00636,2026-01-31,P009,B004,C0075,Store,1,3100,0.15,2635.0,1928.67,706.33
S00637,2026-01-26,P006,B003,C0035,Online,1,780,0.1,702.0,493.4,208.6
S00638,2026-05-01,P010,B003,C0097,Store,2,190,0.0,380.0,252.25,127.75
S00639,2026-04-06,P006,B004,C0088,Store,1,780,0.0,780.0,605.17,174.83
S00640,2026-02-28,P002,B003,C0095,Online,2,3200,0.05,6080.0,3962.96,2117.04
S00641,2026-02-08,P008,B001,C0093,Store,2,1800,0.15,3060.0,2460.25,599.75
S00642,2026-03-22,P008,B003,C0089,Store,3,1800,0.0,5400.0,3562.27,1837.73
S00643,2026-02-11,P001,B002,C0096,Online,2,4200,0.15,7140.0,5033.79,2106.21
S00644,2026-03-27,P005,B003,C0053,Store,2,360,0.0,720.0,467.16,252.84
S00645,2026-02-01,P006,B005,C0100,Store,2,780,0.15,1326.0,1072.79,253.21
S00646,2026-03-14,P006,B003,C0011,Online,2,780,0.15,1326.0,1044.24,281.76
S00647,2026-04-08,P010,B003,C0044,Online,4,190,0.0,760.0,538.17,221.83
S00648,2026-04-18,P010,B005,C0030,Store,4,190,0.0,760.0,465.42,294.58
S00649,2026-03-22,P006,B003,C0057,Online,2,780,0.05,1482.0,989.43,492.57
S00650,2026-04-03,P010,B005,C0017,Corporate,1,190,0.0,190.0,142.66,47.34
S00651,2026-03-02,P005,B001,C0061,Store,1,360,0.0,360.0,213.39,146.61
S00652,2026-05-21,P001,B001,C0080,Online,2,4200,0.0,8400.0,5046.6,3353.4
S00653,2026-02-09,P002,B004,C0017,Store,1,3200,0.0,3200.0,2139.62,1060.38
S00654,2026-02-03,P009,B002,C0060,Store,2,3100,0.0,6200.0,4667.66,1532.34
S00655,2026-05-19,P005,B005,C0076,Store,4,360,0.15,1224.0,990.51,233.49
S00656,2026-06-02,P008,B005,C0045,Store,2,1800,0.1,3240.0,2310.96,929.04
S00657,2026-05-04,P009,B002,C0020,Online,1,3100,0.0,3100.0,2053.57,1046.43
S00658,2026-03-19,P001,B001,C0061,Online,3,4200,0.0,12600.0,8174.59,4425.41
S00659,2026-05-17,P001,B004,C0038,Corporate,2,4200,0.0,8400.0,6158.66,2241.34
S00660,2026-06-02,P004,B001,C0032,Online,1,420,0.1,378.0,280.32,97.68
S00661,2026-02-11,P007,B004,C0098,Store,1,1250,0.15,1062.5,784.89,277.61
S00662,2026-06-06,P005,B003,C0009,Online,2,360,0.0,720.0,477.06,242.94
S00663,2026-02-16,P003,B003,C0080,Store,2,950,0.05,1805.0,1205.41,599.59
S00664,2026-05-06,P004,B003,C0014,Store,1,420,0.1,378.0,245.46,132.54
S00665,2026-03-14,P005,B002,C0002,Online,2,360,0.0,720.0,430.59,289.41
S00666,2026-05-07,P004,B003,C0060,Store,3,420,0.05,1197.0,982.29,214.71
S00667,2026-06-28,P001,B003,C0100,Store,3,4200,0.0,12600.0,7449.22,5150.78
S00668,2026-04-11,P002,B005,C0002,Online,1,3200,0.0,3200.0,2379.04,820.96
S00669,2026-02-01,P004,B004,C0026,Online,1,420,0.15,357.0,327.14,29.86
S00670,2026-04-28,P002,B005,C0040,Online,1,3200,0.05,3040.0,2292.12,747.88
S00671,2026-03-24,P003,B001,C0082,Online,2,950,0.0,1900.0,1198.26,701.74
S00672,2026-03-18,P004,B003,C0031,Corporate,3,420,0.0,1260.0,976.07,283.93
S00673,2026-06-12,P007,B003,C0032,Store,3,1250,0.1,3375.0,2264.74,1110.26
S00674,2026-01-03,P001,B005,C0099,Online,2,4200,0.1,7560.0,5132.39,2427.61
S00675,2026-01-23,P004,B002,C0098,Online,2,420,0.0,840.0,643.58,196.42
S00676,2026-06-10,P001,B001,C0017,Store,1,4200,0.1,3780.0,3100.83,679.17
S00677,2026-05-05,P004,B003,C0057,Corporate,3,420,0.0,1260.0,933.79,326.21
S00678,2026-02-19,P001,B004,C0057,Store,1,4200,0.0,4200.0,2843.65,1356.35
S00679,2026-05-24,P005,B005,C0042,Online,1,360,0.0,360.0,247.94,112.06
S00680,2026-04-30,P005,B005,C0058,Corporate,2,360,0.0,720.0,494.08,225.92
S00681,2026-03-17,P005,B005,C0094,Store,1,360,0.15,306.0,245.23,60.77
S00682,2026-02-17,P001,B005,C0009,Corporate,3,4200,0.0,12600.0,8116.15,4483.85
S00683,2026-06-18,P009,B004,C0037,Store,2,3100,0.1,5580.0,3787.12,1792.88
S00684,2026-03-24,P007,B003,C0017,Store,2,1250,0.0,2500.0,1471.89,1028.11
S00685,2026-02-15,P001,B002,C0050,Store,1,4200,0.0,4200.0,2915.65,1284.35
S00686,2026-06-18,P008,B005,C0078,Online,2,1800,0.0,3600.0,2351.77,1248.23
S00687,2026-01-19,P001,B002,C0082,Online,4,4200,0.0,16800.0,11316.68,5483.32
S00688,2026-01-16,P006,B005,C0008,Online,3,780,0.0,2340.0,1728.91,611.09
S00689,2026-06-07,P005,B005,C0028,Store,1,360,0.0,360.0,214.41,145.59
S00690,2026-05-13,P002,B001,C0085,Online,2,3200,0.0,6400.0,3959.19,2440.81
S00691,2026-03-05,P010,B002,C0082,Online,2,190,0.15,323.0,228.42,94.58
S00692,2026-05-28,P006,B004,C0024,Online,1,780,0.0,780.0,478.42,301.58
S00693,2026-05-21,P007,B005,C0046,Store,1,1250,0.1,1125.0,835.75,289.25
S00694,2026-03-22,P009,B003,C0093,Online,1,3100,0.15,2635.0,2064.96,570.04
S00695,2026-03-24,P010,B002,C0033,Online,1,190,0.1,171.0,145.39,25.61
S00696,2026-04-03,P008,B004,C0077,Corporate,1,1800,0.0,1800.0,1397.86,402.14
S00697,2026-01-05,P009,B002,C0028,Corporate,1,3100,0.0,3100.0,2408.32,691.68
S00698,2026-03-22,P001,B003,C0020,Corporate,2,4200,0.1,7560.0,6427.55,1132.45
S00699,2026-01-25,P001,B004,C0032,Store,1,4200,0.0,4200.0,3183.29,1016.71
S00700,2026-03-01,P005,B003,C0093,Store,1,360,0.0,360.0,261.67,98.33
S00701,2026-03-25,P008,B002,C0013,Online,3,1800,0.15,4590.0,3754.33,835.67
S00702,2026-06-02,P005,B001,C0099,Online,2,360,0.0,720.0,529.94,190.06
S00703,2026-03-27,P006,B004,C0078,Store,3,780,0.0,2340.0,1707.11,632.89
S00704,2026-01-03,P007,B001,C0042,Store,1,1250,0.1,1125.0,866.23,258.77
S00705,2026-05-09,P004,B002,C0097,Store,2,420,0.05,798.0,650.33,147.67
S00706,2026-06-02,P010,B005,C0044,Store,1,190,0.05,180.5,115.82,64.68
S00707,2026-01-22,P008,B005,C0065,Online,2,1800,0.0,3600.0,2149.26,1450.74
S00708,2026-04-22,P003,B002,C0026,Online,1,950,0.05,902.5,674.93,227.57
S00709,2026-05-24,P010,B005,C0074,Store,1,190,0.05,180.5,122.49,58.01
S00710,2026-01-23,P002,B004,C0084,Store,1,3200,0.0,3200.0,2076.5,1123.5
S00711,2026-01-07,P005,B002,C0057,Corporate,2,360,0.05,684.0,507.34,176.66
S00712,2026-01-12,P004,B002,C0015,Online,1,420,0.15,357.0,315.23,41.77
S00713,2026-01-14,P004,B005,C0089,Corporate,3,420,0.0,1260.0,734.26,525.74
S00714,2026-01-29,P005,B004,C0027,Online,1,360,0.15,306.0,247.54,58.46
S00715,2026-05-20,P009,B003,C0086,Online,2,3100,0.0,6200.0,4457.89,1742.11
S00716,2026-01-05,P007,B005,C0037,Corporate,2,1250,0.0,2500.0,1535.16,964.84
S00717,2026-02-21,P010,B003,C0085,Store,2,190,0.0,380.0,225.46,154.54
S00718,2026-03-11,P006,B001,C0049,Store,3,780,0.15,1989.0,1538.09,450.91
S00719,2026-05-11,P002,B003,C0065,Online,2,3200,0.0,6400.0,3950.61,2449.39
S00720,2026-04-28,P009,B001,C0051,Store,4,3100,0.0,12400.0,8019.25,4380.75
S00721,2026-02-10,P001,B003,C0065,Online,1,4200,0.0,4200.0,2634.41,1565.59
S00722,2026-03-12,P001,B003,C0036,Corporate,3,4200,0.0,12600.0,9687.22,2912.78
S00723,2026-02-27,P003,B003,C0067,Corporate,2,950,0.0,1900.0,1379.36,520.64
S00724,2026-06-23,P010,B002,C0078,Store,2,190,0.05,361.0,294.16,66.84
S00725,2026-03-26,P008,B005,C0026,Store,2,1800,0.1,3240.0,2477.77,762.23
S00726,2026-02-05,P005,B005,C0073,Corporate,1,360,0.0,360.0,256.05,103.95
S00727,2026-02-10,P006,B001,C0019,Online,4,780,0.0,3120.0,1924.5,1195.5
S00728,2026-01-08,P006,B004,C0082,Corporate,1,780,0.15,663.0,598.07,64.93
S00729,2026-03-12,P003,B002,C0078,Store,1,950,0.1,855.0,668.22,186.78
S00730,2026-05-26,P010,B002,C0089,Online,1,190,0.0,190.0,123.85,66.15
S00731,2026-05-03,P003,B005,C0050,Online,2,950,0.15,1615.0,1244.1,370.9
S00732,2026-05-06,P008,B002,C0002,Store,1,1800,0.05,1710.0,1319.23,390.77
S00733,2026-03-11,P007,B002,C0057,Online,5,1250,0.0,6250.0,3707.67,2542.33
S00734,2026-06-07,P008,B003,C0006,Corporate,3,1800,0.05,5130.0,3569.26,1560.74
S00735,2026-06-05,P007,B003,C0068,Store,4,1250,0.1,4500.0,3493.81,1006.19
S00736,2026-06-14,P001,B005,C0032,Store,2,4200,0.0,8400.0,6346.67,2053.33
S00737,2026-05-13,P009,B004,C0081,Corporate,1,3100,0.05,2945.0,2118.0,827.0
S00738,2026-01-13,P004,B003,C0055,Store,3,420,0.0,1260.0,847.06,412.94
S00739,2026-03-17,P010,B001,C0058,Online,4,190,0.05,722.0,566.94,155.06
S00740,2026-01-24,P009,B001,C0051,Store,2,3100,0.15,5270.0,4273.54,996.46
S00741,2026-04-16,P006,B004,C0059,Store,2,780,0.15,1326.0,1184.29,141.71
S00742,2026-01-24,P005,B003,C0016,Online,4,360,0.0,1440.0,1042.09,397.91
S00743,2026-01-24,P002,B004,C0066,Online,1,3200,0.15,2720.0,2101.82,618.18
S00744,2026-06-06,P003,B004,C0073,Online,1,950,0.0,950.0,724.33,225.67
S00745,2026-06-18,P003,B002,C0040,Corporate,1,950,0.15,807.5,560.75,246.75
S00746,2026-03-21,P008,B003,C0001,Online,1,1800,0.0,1800.0,1389.76,410.24
S00747,2026-06-09,P005,B001,C0078,Online,3,360,0.1,972.0,800.81,171.19
S00748,2026-05-07,P004,B002,C0077,Online,2,420,0.05,798.0,561.44,236.56
S00749,2026-06-03,P001,B002,C0027,Corporate,1,4200,0.15,3570.0,2904.34,665.66
S00750,2026-01-13,P003,B002,C0086,Store,1,950,0.0,950.0,713.23,236.77
S00751,2026-05-28,P010,B003,C0023,Store,1,190,0.0,190.0,126.04,63.96
S00752,2026-02-11,P005,B005,C0023,Online,2,360,0.1,648.0,530.97,117.03
S00753,2026-04-27,P010,B003,C0049,Corporate,1,190,0.0,190.0,122.47,67.53
S00754,2026-01-18,P007,B005,C0036,Store,2,1250,0.0,2500.0,1797.31,702.69
S00755,2026-03-26,P009,B004,C0074,Online,2,3100,0.1,5580.0,3668.15,1911.85
S00756,2026-06-11,P009,B001,C0078,Online,2,3100,0.15,5270.0,3952.11,1317.89
S00757,2026-03-23,P005,B005,C0064,Online,2,360,0.0,720.0,506.06,213.94
S00758,2026-05-14,P008,B004,C0025,Online,3,1800,0.0,5400.0,3897.27,1502.73
S00759,2026-01-01,P002,B001,C0079,Online,3,3200,0.15,8160.0,7196.29,963.71
S00760,2026-04-17,P007,B001,C0082,Store,2,1250,0.15,2125.0,1556.17,568.83
S00761,2026-02-21,P005,B003,C0099,Online,1,360,0.1,324.0,248.4,75.6
S00762,2026-01-02,P002,B003,C0023,Store,2,3200,0.1,5760.0,4940.94,819.06
S00763,2026-02-19,P006,B003,C0083,Corporate,2,780,0.05,1482.0,1153.54,328.46
S00764,2026-02-04,P008,B002,C0060,Online,3,1800,0.1,4860.0,4099.6,760.4
S00765,2026-04-16,P001,B005,C0003,Store,2,4200,0.0,8400.0,5804.7,2595.3
S00766,2026-02-23,P010,B003,C0020,Online,3,190,0.0,570.0,338.15,231.85
S00767,2026-03-13,P001,B003,C0050,Corporate,2,4200,0.0,8400.0,5831.25,2568.75
S00768,2026-02-17,P010,B001,C0091,Corporate,3,190,0.15,484.5,428.39,56.11
S00769,2026-01-09,P005,B004,C0039,Store,3,360,0.0,1080.0,724.01,355.99
S00770,2026-02-25,P009,B003,C0012,Store,1,3100,0.0,3100.0,2280.23,819.77
S00771,2026-04-24,P009,B001,C0062,Online,4,3100,0.0,12400.0,7663.72,4736.28
S00772,2026-05-15,P005,B003,C0017,Store,3,360,0.1,972.0,772.57,199.43
S00773,2026-02-22,P001,B004,C0006,Store,3,4200,0.0,12600.0,7318.36,5281.64
S00774,2026-06-25,P010,B001,C0085,Store,3,190,0.0,570.0,389.95,180.05
S00775,2026-03-21,P001,B005,C0025,Online,2,4200,0.0,8400.0,5411.08,2988.92
S00776,2026-03-15,P005,B005,C0021,Store,1,360,0.0,360.0,228.43,131.57
S00777,2026-03-12,P002,B001,C0045,Corporate,2,3200,0.0,6400.0,3976.42,2423.58
S00778,2026-05-21,P006,B003,C0022,Store,2,780,0.0,1560.0,1083.91,476.09
S00779,2026-01-19,P005,B005,C0061,Corporate,2,360,0.0,720.0,436.33,283.67
S00780,2026-06-22,P001,B001,C0077,Store,1,4200,0.05,3990.0,2586.35,1403.65
S00781,2026-06-01,P008,B005,C0086,Store,1,1800,0.0,1800.0,1300.64,499.36
S00782,2026-05-17,P002,B004,C0059,Online,1,3200,0.15,2720.0,2155.7,564.3
S00783,2026-03-21,P008,B004,C0047,Store,1,1800,0.1,1620.0,1136.9,483.1
S00784,2026-04-11,P003,B003,C0009,Online,3,950,0.05,2707.5,1930.88,776.62
S00785,2026-05-02,P002,B003,C0078,Online,3,3200,0.0,9600.0,7042.45,2557.55
S00786,2026-05-28,P003,B005,C0084,Store,3,950,0.0,2850.0,1838.75,1011.25
S00787,2026-01-19,P005,B005,C0071,Online,2,360,0.0,720.0,507.01,212.99
S00788,2026-02-10,P008,B004,C0056,Store,1,1800,0.15,1530.0,1256.75,273.25
S00789,2026-05-26,P006,B005,C0092,Online,1,780,0.15,663.0,464.55,198.45
S00790,2026-05-27,P008,B001,C0057,Online,2,1800,0.1,3240.0,2158.31,1081.69
S00791,2026-02-15,P005,B004,C0049,Store,1,360,0.1,324.0,264.34,59.66
S00792,2026-03-25,P008,B001,C0082,Store,3,1800,0.1,4860.0,4107.52,752.48
S00793,2026-01-01,P003,B002,C0026,Online,1,950,0.1,855.0,660.81,194.19
S00794,2026-02-22,P006,B003,C0056,Online,4,780,0.0,3120.0,2382.75,737.25
S00795,2026-03-30,P002,B005,C0038,Store,5,3200,0.05,15200.0,11992.44,3207.56
S00796,2026-01-16,P006,B005,C0046,Corporate,1,780,0.1,702.0,580.44,121.56
S00797,2026-01-29,P005,B001,C0092,Store,2,360,0.05,684.0,507.63,176.37
S00798,2026-04-08,P007,B004,C0025,Store,1,1250,0.0,1250.0,843.72,406.28
S00799,2026-05-23,P007,B003,C0002,Online,1,1250,0.15,1062.5,756.39,306.11
S00800,2026-01-19,P001,B002,C0018,Online,2,4200,0.05,7980.0,6509.96,1470.04
S00801,2026-01-22,P003,B004,C0055,Corporate,3,950,0.15,2422.5,1997.52,424.98
S00802,2026-06-09,P003,B004,C0029,Online,2,950,0.05,1805.0,1248.19,556.81
S00803,2026-02-17,P007,B005,C0065,Store,2,1250,0.15,2125.0,1568.37,556.63
S00804,2026-03-10,P007,B005,C0091,Online,1,1250,0.0,1250.0,867.04,382.96
S00805,2026-04-05,P002,B005,C0068,Online,2,3200,0.0,6400.0,4646.64,1753.36
S00806,2026-03-13,P008,B005,C0081,Store,3,1800,0.0,5400.0,3396.85,2003.15
S00807,2026-06-19,P002,B005,C0069,Online,1,3200,0.0,3200.0,2434.29,765.71
S00808,2026-01-03,P008,B004,C0046,Online,2,1800,0.15,3060.0,2326.69,733.31
S00809,2026-03-17,P005,B002,C0073,Store,4,360,0.15,1224.0,922.77,301.23
S00810,2026-03-08,P001,B004,C0095,Online,2,4200,0.15,7140.0,6535.81,604.19
S00811,2026-06-09,P001,B003,C0036,Online,1,4200,0.0,4200.0,3151.21,1048.79
S00812,2026-03-06,P003,B005,C0078,Store,3,950,0.0,2850.0,2075.61,774.39
S00813,2026-02-14,P010,B002,C0090,Online,1,190,0.0,190.0,120.13,69.87
S00814,2026-03-02,P008,B002,C0019,Online,3,1800,0.0,5400.0,4194.8,1205.2
S00815,2026-06-02,P003,B004,C0057,Online,1,950,0.05,902.5,596.21,306.29
S00816,2026-06-13,P003,B002,C0097,Online,3,950,0.0,2850.0,2019.09,830.91
S00817,2026-01-30,P001,B002,C0097,Online,2,4200,0.05,7980.0,6125.53,1854.47
S00818,2026-05-17,P004,B004,C0056,Online,1,420,0.0,420.0,255.79,164.21
S00819,2026-01-04,P005,B004,C0006,Store,1,360,0.1,324.0,257.97,66.03
S00820,2026-01-25,P009,B003,C0043,Corporate,1,3100,0.15,2635.0,2330.18,304.82
S00821,2026-03-11,P005,B001,C0096,Store,2,360,0.05,684.0,528.93,155.07
S00822,2026-03-03,P010,B002,C0002,Online,2,190,0.0,380.0,244.21,135.79
S00823,2026-06-22,P001,B001,C0045,Store,1,4200,0.0,4200.0,3011.82,1188.18
S00824,2026-02-26,P005,B003,C0077,Store,1,360,0.0,360.0,212.9,147.1
S00825,2026-06-18,P004,B005,C0078,Online,2,420,0.0,840.0,501.71,338.29
S00826,2026-02-03,P007,B005,C0033,Online,1,1250,0.0,1250.0,898.91,351.09
S00827,2026-03-17,P008,B001,C0089,Online,4,1800,0.0,7200.0,5283.88,1916.12
S00828,2026-06-20,P006,B003,C0043,Store,1,780,0.0,780.0,512.12,267.88
S00829,2026-01-16,P005,B003,C0023,Store,1,360,0.0,360.0,252.74,107.26
S00830,2026-06-15,P008,B001,C0014,Store,3,1800,0.0,5400.0,3795.08,1604.92
S00831,2026-04-24,P005,B001,C0058,Store,1,360,0.15,306.0,226.84,79.16
S00832,2026-01-05,P008,B002,C0035,Online,1,1800,0.0,1800.0,1283.26,516.74
S00833,2026-02-08,P006,B004,C0052,Online,2,780,0.05,1482.0,1053.98,428.02
S00834,2026-01-18,P009,B002,C0069,Store,4,3100,0.05,11780.0,7492.59,4287.41
S00835,2026-04-02,P006,B003,C0069,Store,2,780,0.15,1326.0,933.09,392.91
S00836,2026-03-29,P002,B004,C0006,Online,1,3200,0.0,3200.0,1969.04,1230.96
S00837,2026-04-09,P004,B003,C0063,Online,3,420,0.15,1071.0,904.39,166.61
S00838,2026-01-22,P008,B002,C0031,Store,1,1800,0.15,1530.0,1402.7,127.3
S00839,2026-05-06,P007,B001,C0058,Online,2,1250,0.05,2375.0,1716.97,658.03
S00840,2026-01-05,P001,B003,C0028,Store,3,4200,0.0,12600.0,8329.88,4270.12
S00841,2026-06-17,P009,B004,C0075,Corporate,3,3100,0.1,8370.0,5671.05,2698.95
S00842,2026-03-01,P002,B001,C0080,Online,2,3200,0.0,6400.0,4315.16,2084.84
S00843,2026-01-12,P004,B002,C0013,Store,2,420,0.0,840.0,625.08,214.92
S00844,2026-04-27,P010,B002,C0077,Online,1,190,0.0,190.0,114.54,75.46
S00845,2026-06-07,P004,B001,C0042,Online,1,420,0.15,357.0,300.59,56.41
S00846,2026-01-31,P010,B005,C0076,Store,3,190,0.0,570.0,417.72,152.28
S00847,2026-02-14,P006,B001,C0048,Store,1,780,0.05,741.0,478.62,262.38
S00848,2026-05-22,P003,B004,C0081,Store,2,950,0.0,1900.0,1139.99,760.01
S00849,2026-06-06,P007,B002,C0012,Store,2,1250,0.0,2500.0,1453.61,1046.39
S00850,2026-06-30,P010,B003,C0027,Store,3,190,0.05,541.5,409.53,131.97
S00851,2026-02-06,P005,B005,C0005,Online,1,360,0.0,360.0,252.76,107.24
S00852,2026-06-02,P003,B004,C0001,Online,1,950,0.0,950.0,617.09,332.91
S00853,2026-05-23,P004,B002,C0098,Store,2,420,0.0,840.0,591.18,248.82
S00854,2026-05-19,P009,B002,C0025,Online,2,3100,0.0,6200.0,3938.77,2261.23
S00855,2026-01-29,P003,B004,C0047,Online,1,950,0.0,950.0,561.27,388.73
S00856,2026-03-14,P004,B004,C0095,Store,2,420,0.05,798.0,494.48,303.52
S00857,2026-01-14,P009,B002,C0031,Store,1,3100,0.1,2790.0,1869.96,920.04
S00858,2026-04-24,P010,B005,C0030,Store,1,190,0.15,161.5,144.34,17.16
S00859,2026-01-29,P006,B002,C0029,Store,2,780,0.0,1560.0,1021.97,538.03
S00860,2026-01-19,P008,B005,C0079,Online,3,1800,0.0,5400.0,3365.46,2034.54
S00861,2026-04-27,P003,B004,C0035,Store,2,950,0.0,1900.0,1342.17,557.83
S00862,2026-02-21,P006,B002,C0060,Store,2,780,0.0,1560.0,947.39,612.61
S00863,2026-04-28,P007,B002,C0082,Online,1,1250,0.0,1250.0,875.91,374.09
S00864,2026-06-06,P003,B005,C0067,Corporate,3,950,0.0,2850.0,1887.67,962.33
S00865,2026-05-06,P004,B005,C0095,Online,2,420,0.0,840.0,609.84,230.16
S00866,2026-03-05,P004,B003,C0074,Store,1,420,0.1,378.0,323.09,54.91
S00867,2026-01-02,P007,B001,C0068,Store,2,1250,0.1,2250.0,1466.81,783.19
S00868,2026-04-11,P008,B001,C0089,Online,1,1800,0.1,1620.0,1315.11,304.89
S00869,2026-04-15,P004,B002,C0086,Store,1,420,0.0,420.0,244.94,175.06
S00870,2026-03-20,P003,B004,C0060,Corporate,2,950,0.0,1900.0,1473.04,426.96
S00871,2026-02-05,P007,B002,C0001,Online,1,1250,0.05,1187.5,900.98,286.52
S00872,2026-06-10,P002,B004,C0097,Corporate,1,3200,0.0,3200.0,2045.82,1154.18
S00873,2026-03-11,P010,B005,C0043,Online,1,190,0.15,161.5,113.28,48.22
S00874,2026-01-15,P009,B003,C0006,Corporate,1,3100,0.0,3100.0,2086.52,1013.48
S00875,2026-04-04,P006,B002,C0027,Online,2,780,0.1,1404.0,1126.11,277.89
S00876,2026-02-05,P006,B002,C0075,Online,2,780,0.15,1326.0,1197.81,128.19
S00877,2026-06-29,P004,B002,C0036,Store,3,420,0.1,1134.0,902.22,231.78
S00878,2026-01-14,P002,B003,C0061,Store,2,3200,0.1,5760.0,4773.84,986.16
S00879,2026-07-01,P009,B005,C0089,Corporate,2,3100,0.0,6200.0,4587.88,1612.12
S00880,2026-01-17,P004,B004,C0010,Store,1,420,0.0,420.0,267.82,152.18
S00881,2026-01-28,P003,B003,C0067,Store,1,950,0.0,950.0,717.25,232.75
S00882,2026-06-10,P001,B003,C0054,Store,2,4200,0.0,8400.0,5668.16,2731.84
S00883,2026-04-24,P001,B003,C0067,Store,1,4200,0.0,4200.0,3137.36,1062.64
S00884,2026-06-15,P006,B004,C0086,Online,2,780,0.0,1560.0,1056.48,503.52
S00885,2026-06-28,P009,B005,C0040,Store,1,3100,0.0,3100.0,2354.93,745.07
S00886,2026-02-13,P005,B002,C0037,Online,5,360,0.0,1800.0,1097.4,702.6
S00887,2026-04-27,P003,B005,C0023,Corporate,2,950,0.0,1900.0,1171.27,728.73
S00888,2026-07-01,P003,B002,C0057,Store,1,950,0.0,950.0,660.16,289.84
S00889,2026-03-08,P006,B002,C0045,Store,2,780,0.15,1326.0,1003.69,322.31
S00890,2026-02-07,P006,B004,C0004,Online,1,780,0.0,780.0,471.35,308.65
S00891,2026-04-14,P008,B002,C0095,Corporate,4,1800,0.0,7200.0,4182.18,3017.82
S00892,2026-05-20,P009,B003,C0097,Online,1,3100,0.0,3100.0,2399.16,700.84
S00893,2026-05-27,P003,B005,C0094,Online,4,950,0.0,3800.0,2727.75,1072.25
S00894,2026-05-03,P001,B002,C0029,Online,1,4200,0.0,4200.0,2773.37,1426.63
S00895,2026-04-25,P006,B001,C0029,Store,2,780,0.0,1560.0,1086.83,473.17
S00896,2026-03-13,P004,B001,C0012,Store,3,420,0.15,1071.0,900.03,170.97
S00897,2026-05-12,P007,B002,C0086,Online,2,1250,0.1,2250.0,1921.7,328.3
S00898,2026-04-03,P007,B002,C0037,Online,1,1250,0.05,1187.5,818.21,369.29
S00899,2026-03-30,P006,B003,C0057,Corporate,3,780,0.0,2340.0,1458.15,881.85
S00900,2026-04-17,P008,B003,C0054,Store,2,1800,0.05,3420.0,2612.6,807.4
S00901,2026-02-05,P010,B005,C0068,Store,1,190,0.05,180.5,147.76,32.74
